mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
E5922639,"$1,120,000","16 MID PINES RD
Toronto, Ontario M1G2L6","Above Grade
3","Below Grade
1","Total
2","Community Name
Woburn","Land Size
45 x 115 FT","Annual Property Taxes
$3,493.59"
C5922933,"$2,595,000","12 WILFRID AVE
Toronto, Ontario M4S2H9","Above Grade
5","Below Grade
1","Total
3","Community Name
Mount Pleasant West","Land Size
34 x 125 FT","Annual Property Taxes
$10,445"
C5922563,"$1,100,000","37 ARLINGTON AVE
Toronto, Ontario M6G3K9","Above Grade
3",,"Total
2","Community Name
Wychwood","Land Size
20.18 x 90.39 FT","Annual Property Taxes
$5,598.93"
C5922553,"$1,499,000","379 WINONA DR
Toronto, Ontario M6C3T4","Above Grade
3",,"Total
2","Community Name
Oakwood Village","Land Size
25 x 140 FT","Annual Property Taxes
$4,720.54"
W5922431,"$1,928,000","312 LAKE PROMENADE
Toronto, Ontario M8W1B5","Above Grade
3",,"Total
3","Community Name
Long Branch","Land Size
40 x 80 FT","Annual Property Taxes
$6,306.69"
W5922251,"$1,398,000","116 EVANS AVE
Toronto, Ontario M6S3V8","Above Grade
3","Below Grade
1","Total
2","Community Name
Runnymede-Bloor West Village","Land Size
20 x 114.23 FT","Annual Property Taxes
$5,649.48"
W5922121,"$1,099,000","1332 DUPONT ST
Toronto, Ontario M6H2A7","Above Grade
4","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
16.4 x 100 FT","Annual Property Taxes
$3,936.94"
E5922347,"$1,118,000","39 FAREHAM CRES
Toronto, Ontario M1E1J8","Above Grade
3","Below Grade
1","Total
2","Community Name
Guildwood","Land Size
43.4 x 117 FT","Annual Property Taxes
$4,101.25"
E5922345,"$1,299,900",Address not available,"Above Grade
3",,"Total
2","Community Name
South Riverdale","Land Size
16.5 x 87.94 FT","Annual Property Taxes
$5,605.20"
E5922225,"$1,399,000","29 FERRIS RD
Toronto, Ontario M4B1G2","Above Grade
2","Below Grade
1","Total
3","Community Name
O'Connor-Parkview","Land Size
40 x 139.12 FT ; Survey Attached","Annual Property Taxes
$4,549.91"
E5922199,"$2,795,000","79 WOODYCREST AVE
Toronto, Ontario M4J3A8","Above Grade
4","Below Grade
1","Total
5","Community Name
Danforth Village-East York","Land Size
20.42 x 126.33 FT","Annual Property Taxes
$7,273.55"
E5922019,"$1,749,000","9 REDWOOD AVE
Toronto, Ontario M4L2S5","Above Grade
3",,"Total
3","Community Name
Greenwood-Coxwell","Land Size
25 x 115 FT","Annual Property Taxes
$4,429.85"
E5921933,"$1,329,000","79 CLIFFCREST DR
Toronto, Ontario M1M2K1","Above Grade
3",,"Total
2","Community Name
Cliffcrest","Land Size
50 x 160 FT ; Irregular As Per Geowarehouse","Annual Property Taxes
$4,941.72"
C5922201,"$2,995,000","148 BESSBOROUGH DR
Toronto, Ontario M4G3J6","Above Grade
3","Below Grade
1","Total
4","Community Name
Leaside","Land Size
34.53 x 135 FT","Annual Property Taxes
$13,618"
C5922181,"$3,695,000","1 SHORNCLIFFE AVE
Toronto, Ontario M4V1S9","Above Grade
3","Below Grade
1","Total
4","Community Name
Casa Loma","Land Size
65 x 76.75 FT ; Irregular","Annual Property Taxes
$13,213.72"
C5922093,"$829,000","263 ROBINA AVE
Toronto, Ontario M6C3Y9","Above Grade
3",,"Total
1","Community Name
Oakwood Village","Land Size
18 x 92.66 FT","Annual Property Taxes
$2,946"
C5922077,"$3,999,000","5 RELMAR GDNS
Toronto, Ontario M5P1S1","Above Grade
5",,"Total
6","Community Name
Forest Hill South","Land Size
33 x 110 FT","Annual Property Taxes
$15,185"
C5922009,"$1,749,000","406 WELLESLEY ST E
Toronto, Ontario M4X1H6","Above Grade
4","Below Grade
1","Total
4","Community Name
Cabbagetown-South St. James Town","Land Size
17.75 x 100 FT","Annual Property Taxes
$7,734.86"
C5922025,"$2,430,000","230 COTTINGHAM ST
Toronto, Ontario M4V1C6","Above Grade
4","Below Grade
1","Total
3","Community Name
Casa Loma","Land Size
21.33 x 150 FT","Annual Property Taxes
$8,145.62"
C5921985,"$4,285,000","1 WARREN RD
Toronto, Ontario M4V2R4","Above Grade
5","Below Grade
1","Total
5","Community Name
Casa Loma","Land Size
51 x 150 FT","Annual Property Taxes
$19,741.58"
W5921895,"$3,198,000","59 CLIVEDEN AVE
Toronto, Ontario M8Z3M9","Above Grade
4","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
34 x 120 FT","Annual Property Taxes
$10,212.04"
W5921843,"$1,599,000","48 LILLIBET RD
Toronto, Ontario M8Z3S6","Above Grade
3","Below Grade
2","Total
2","Community Name
Stonegate-Queensway","Land Size
44.5 x 112.5 FT","Annual Property Taxes
$5,586.28"
W5921843,"$1,599,000","48 LILLIBET RD
Toronto, Ontario M8Z3S6","Above Grade
3","Below Grade
2","Total
2","Community Name
Stonegate-Queensway","Land Size
44.5 x 112.5 FT","Annual Property Taxes
$5,586.28"
W5921841,"$1,900,000","5 LYNNGROVE AVE
Toronto, Ontario M8X1M3","Above Grade
4",,"Total
2","Community Name
Kingsway South","Land Size
40 x 128.75 FT","Annual Property Taxes
$7,982"
W5921759,"$995,000","221 LIVINGSTONE AVE
Toronto, Ontario M6E2M3","Above Grade
2","Below Grade
2","Total
2","Community Name
Briar Hill-Belgravia","Land Size
25 x 110 FT","Annual Property Taxes
$2,906.89"
W5921725,"$799,900","353 BOON AVE
Toronto, Ontario M6E4A4","Above Grade
2",,"Total
2","Community Name
Caledonia-Fairbank","Land Size
15.33 x 132.53 FT","Annual Property Taxes
$3,052.24"
W5921447,"$1,400,000","87 PRINCESS MARGARET BLVD
Toronto, Ontario M9B2Z1","Above Grade
3","Below Grade
2","Total
2","Community Name
Princess-Rosethorn","Land Size
71.73 x 130 FT","Annual Property Taxes
$5,497.81"
E5921709,"$3,949,000","18 WINDY RIDGE DR
Toronto, Ontario M1M1H5","Above Grade
4","Below Grade
2","Total
5","Community Name
Scarborough Village","Land Size
100 x 150 FT","Annual Property Taxes
$0"
E5921453,"$1,499,000","719 COXWELL AVE
Toronto, Ontario M4C3C1","Above Grade
5",,"Total
2","Community Name
Danforth","Land Size
30 x 108 FT","Annual Property Taxes
$5,112.34"
E5921445,"$999,900","102 ROBINSON AVE
Toronto, Ontario M1L3T3","Above Grade
3","Below Grade
1","Total
4","Community Name
Birchcliffe-Cliffside","Land Size
40 x 105.5 FT","Annual Property Taxes
$3,722.09"
C5921907,"$2,000,000","628 LONSDALE RD
Toronto, Ontario M5P1R9","Above Grade
3",,"Total
2","Community Name
Forest Hill South","Land Size
45.94 x 60 FT","Annual Property Taxes
$8,006.59"
C5921847,"$1,349,000","65 MARATHON CRES
Toronto, Ontario M2R2L8","Above Grade
3","Below Grade
1","Total
3","Community Name
Newtonbrook West","Land Size
52.49 x 127.58 FT ; Rear:55.13","Annual Property Taxes
$5,700"
C5921817,"$3,799,000","93 TAMWORTH RD
Toronto, Ontario M2N2P1","Above Grade
4","Below Grade
1","Total
6","Community Name
Willowdale West","Land Size
45 x 150 FT","Annual Property Taxes
$16,114.30"
C5921691,"$2,880,000","104 GLENGROVE AVE
Toronto, Ontario M4R1P2","Above Grade
4","Below Grade
1","Total
3","Community Name
Lawrence Park South","Land Size
34.5 x 125 FT","Annual Property Taxes
$9,472.68"
C5921625,"$2,079,000","578 MANNING AVE
Toronto, Ontario M6G2V9","Above Grade
3",,"Total
3","Community Name
Palmerston-Little Italy","Land Size
18.02 x 118 FT","Annual Property Taxes
$5,491.50"
C5921559,"$1,850,000","122 HEDDINGTON AVE
Toronto, Ontario M5N2K8","Above Grade
3","Below Grade
1","Total
2","Community Name
Lawrence Park South","Land Size
25 x 110 FT","Annual Property Taxes
$7,216.68"
C5921537,"$1,588,000","447 LONGMORE ST
Toronto, Ontario M2N5C4","Above Grade
3","Below Grade
1","Total
3","Community Name
Willowdale East","Land Size
50 x 102.19 FT ; Quiet St/Bckng To Open-Green Space/Priva","Annual Property Taxes
$8,570.88"
C5921517,"$1,520,000","150 HARLANDALE AVE
Toronto, Ontario M2N1P4","Above Grade
3","Below Grade
1","Total
2","Community Name
Lansing-Westgate","Land Size
50 x 117.66 FT","Annual Property Taxes
$6,439.40"
C5921501,"$1,399,000","188 ACTON AVE
Toronto, Ontario M3H4H5","Above Grade
3",,"Total
2","Community Name
Bathurst Manor","Land Size
52.21 x 115 FT","Annual Property Taxes
$5,371.43"
40378406,"$1,520,000","150 HARLANDALE Avenue
Toronto, Ontario M2N1P4","Above Grade
3","Below Grade
1","Total
2",,"Land Size
under 1/2 acre",
E5921311,"$1,193,800","82 IVY AVE
Toronto, Ontario M4L2H7","Above Grade
3",,"Total
3","Community Name
South Riverdale","Land Size
18.75 x 112 FT","Annual Property Taxes
$5,295.60"
C5921389,"$1,299,900","40 COBHAM CRES
Toronto, Ontario M4A1V6","Above Grade
4",,"Total
2","Community Name
Victoria Village","Land Size
45.73 x 121 FT ; 121.98 Ft X 68.09 Ft X 120.14 Ft X 39.01","Annual Property Taxes
$5,093.38"
C5921349,"$7,888,000","21 WIMPOLE DR
Toronto, Ontario M2L2L1","Above Grade
4","Below Grade
2","Total
8","Community Name
St. Andrew-Windfields","Land Size
150 x 111 FT","Annual Property Taxes
$32,020.04"
E5921295,"$1,599,900","153 WILLOW AVE
Toronto, Ontario M4E3K4","Above Grade
3","Below Grade
1","Total
2","Community Name
The Beaches","Land Size
25 x 118.5 FT","Annual Property Taxes
$5,851.70"
C5921299,"$1,198,000","40 MONARCHWOOD CRES
Toronto, Ontario M3A1H4","Above Grade
4","Below Grade
1","Total
3","Community Name
Parkwoods-Donalda","Land Size
53 x 113.77 FT","Annual Property Taxes
$4,853.25"
C5921099,"$2,595,000","22 LAKEVIEW AVE
Toronto, Ontario M6J3B1","Above Grade
3","Below Grade
1","Total
2","Community Name
Trinity-Bellwoods","Land Size
20.17 x 130 FT","Annual Property Taxes
$6,572.10"
E5921063,"$1,199,900","17 SOUTH EDGELY AVE
Toronto, Ontario M1N3K9","Above Grade
3","Below Grade
1","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
48.2 x 124 FT","Annual Property Taxes
$3,728.41"
E5921011,"$1,500,000","176 BEECHGROVE DR
Toronto, Ontario M1E3Z5","Above Grade
4","Below Grade
2","Total
8","Community Name
West Hill","Land Size
50.06 x 205 FT","Annual Property Taxes
$3,685"
W5920985,"$988,888","33 MOSQUE CRES
Toronto, Ontario M9V4J1","Above Grade
3","Below Grade
1","Total
4","Community Name
West Humber-Clairville","Land Size
40 x 90 FT","Annual Property Taxes
$2,565.65"
C5920955,"$4,500,000","114 DONWOODS DR
Toronto, Ontario M4N2G8","Above Grade
2",,"Total
2","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
186.62 x 157.06 FT ; 70.53 Ft X 138.87 Ft X 203.03 Ft X 86.76","Annual Property Taxes
$17,163.30"
C5920923,"$1,649,900","70 MANN AVE
Toronto, Ontario M4S2Y3","Above Grade
3",,"Total
2","Community Name
Mount Pleasant East","Land Size
25.33 x 137.41 FT","Annual Property Taxes
$7,216.67"
C5920913,"$1,399,999","32 VONDA AVE
Toronto, Ontario M2N5E9","Above Grade
4",,"Total
3","Community Name
Willowdale East","Land Size
30 x 107.54 FT ; Pie Shape","Annual Property Taxes
$6,155.03"
W5920889,"$849,900","35 WILLIE CRT
Toronto, Ontario M9V4V7","Above Grade
3",,"Total
2","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
25.63 x 100.6 FT ; North 93.04 South 108.38 East 40.89","Annual Property Taxes
$2,723.63"
W5920719,"$2,699,000","4 EVANS AVE
Toronto, Ontario M6S3V6","Above Grade
4","Below Grade
1","Total
4","Community Name
Runnymede-Bloor West Village","Land Size
25 x 109 FT","Annual Property Taxes
$8,126.66"
C5920803,"$2,599,900","599 SPADINA RD
Toronto, Ontario M5P2X1","Above Grade
4",,"Total
5","Community Name
Forest Hill South","Land Size
50 x 68.08 FT","Annual Property Taxes
$8,727"
W5920673,"$1,100,000","139 NORTH CARSON ST
Toronto, Ontario M8W4C7","Above Grade
3","Below Grade
1","Total
2","Community Name
Alderwood","Land Size
43.33 x 125 FT","Annual Property Taxes
$3,917.98"
C5920659,"$1,650,000","103 GLENTWORTH RD
Toronto, Ontario M2J2E7","Above Grade
4","Below Grade
3","Total
3","Community Name
Don Valley Village","Land Size
52.18 x 115 FT","Annual Property Taxes
$5,744.27"
E5920407,"$1,599,800","114 SLAN AVE
Toronto, Ontario M1G3B8","Above Grade
5","Below Grade
2","Total
4","Community Name
Morningside","Land Size
65 x 110 FT","Annual Property Taxes
$3,595.70"
W5920233,"$999,900","2441 KEELE ST
Toronto, Ontario M6L2N6","Above Grade
5","Below Grade
3","Total
4","Community Name
Maple Leaf","Land Size
33.37 x 220.24 FT","Annual Property Taxes
$2,108.72"
W5920109,"$899,999","121 DRIFTWOOD AVE W
Toronto, Ontario M3N2M9","Above Grade
6",,"Total
2","Community Name
Glenfield-Jane Heights","Land Size
36 x 113 FT","Annual Property Taxes
$2,616.22"
W5919929,"$3,999,888","20 GRAYWOOD DR
Toronto, Ontario M9A1P6","Above Grade
4","Below Grade
1","Total
5","Community Name
Princess-Rosethorn","Land Size
62.5 x 120 FT","Annual Property Taxes
$0"
C5919969,"$4,780,000","516 MARKHAM ST
Toronto, Ontario M6G2L5","Above Grade
4",,"Total
5","Community Name
Palmerston-Little Italy","Land Size
33.08 x 125 FT ; + Mutual R.O.W.","Annual Property Taxes
$13,740"
E5919801,"$849,000","58 HUNTINGTON AVE
Toronto, Ontario M1K4L1","Above Grade
2","Below Grade
2","Total
3","Community Name
Kennedy Park","Land Size
30 x 137.5 FT","Annual Property Taxes
$2,508.78"
E5919843,"$775,000","114 DAWES RD
Toronto, Ontario M4C5B6","Above Grade
3","Below Grade
1","Total
2","Community Name
Crescent Town","Land Size
16.63 x 94.66 FT","Annual Property Taxes
$2,998.96"
C5919851,"$1,840,000","819 WILLOWDALE AVE N
Toronto, Ontario M2N5B7","Above Grade
4","Below Grade
3","Total
4","Community Name
Willowdale East","Land Size
50 x 136.36 FT","Annual Property Taxes
$8,500"
W5919577,"$3,165,000","16 LEMONWOOD DR
Toronto, Ontario M9A4L4","Above Grade
4","Below Grade
3","Total
5","Community Name
Edenbridge-Humber Valley","Land Size
60.01 x 122.5 FT","Annual Property Taxes
$0"
W5919535,"$1,749,000","31 TURNBERRY AVE
Toronto, Ontario M6N1P7","Above Grade
3","Below Grade
1","Total
4","Community Name
Weston-Pellam Park","Land Size
25 x 110 FT","Annual Property Taxes
$2,938.49"
40376575,"$899,999","121 DRIFTWOOD Avenue
Toronto, Ontario M3N2M9","Above Grade
3","Below Grade
3","Total
2",,"Land Size
under 1/2 acre",
C5919427,"$2,890,000","273 FINCH AVE E
Toronto, Ontario M2N4S3","Above Grade
4","Below Grade
2","Total
2","Community Name
Willowdale East","Land Size
60.01 x 135.58 FT","Annual Property Taxes
$8,623.75"
E5919351,"$969,000","29 SAMYA CRT
Toronto, Ontario M1R2A4","Above Grade
3",,"Total
1","Community Name
Wexford-Maryvale","Land Size
52.33 x 98.58 FT ; 98.58 X 52.29 X 94.01 X 52.07","Annual Property Taxes
$3,854"
W5919273,"$1,370,000","68 PAULART DR
Toronto, Ontario M9B3V9","Above Grade
3","Below Grade
1","Total
2","Community Name
Islington-City Centre West","Land Size
40 x 129.27 FT","Annual Property Taxes
$4,682.64"
W5919159,"$2,749,995","77 ST GEORGES BLVD
Toronto, Ontario M9R1X5","Above Grade
4","Below Grade
1","Total
5","Community Name
Kingsview Village-The Westway","Land Size
64 x 177.5 FT","Annual Property Taxes
$8,872.34"
E5919175,"$2,998,800","55 DENVALE RD
Toronto, Ontario M4B3B3","Above Grade
4","Below Grade
1","Total
6","Community Name
O'Connor-Parkview","Land Size
34 x 164.33 FT","Annual Property Taxes
$0"
W5918683,"$1,369,999","72 VANEVERY ST
Toronto, Ontario M8V1Y6","Above Grade
3",,"Total
2","Community Name
Mimico","Land Size
40 x 148 FT","Annual Property Taxes
$4,271.87"
W5918697,"$1,500,000","243 WINDERMERE AVE
Toronto, Ontario M6S3K4","Above Grade
3",,"Total
1","Community Name
High Park-Swansea","Land Size
22.71 x 111.42 FT ; St & Tw Row","Annual Property Taxes
$5,257.68"
W5918581,"$2,299,999","100 LAKE CRES N
Toronto, Ontario M8V1W1","Above Grade
4",,"Total
4","Community Name
Mimico","Land Size
25 x 125 FT","Annual Property Taxes
$0"
E5918965,"$799,000","295 BURROWS HALL BLVD
Toronto, Ontario M1B1J8","Above Grade
3","Below Grade
1","Total
2","Community Name
Malvern","Land Size
32.5 x 110 FT","Annual Property Taxes
$2,364"
C5918833,"$2,499,000","78 CENTRE AVE
Toronto, Ontario M2M2L6","Above Grade
4","Below Grade
1","Total
5","Community Name
Newtonbrook East","Land Size
39.32 x 114.76 FT ; 39.32Ft X 114.76Ft X 41.16Ft X 130.11Ft","Annual Property Taxes
$11,520.10"
C5918783,"$2,890,000","56 CODSELL AVE
Toronto, Ontario M3H3V9","Above Grade
4",,"Total
5","Community Name
Bathurst Manor","Land Size
50 x 151 FT","Annual Property Taxes
$11,456.94"
40378267,"$3,769,000","140 HARRISON Street
Toronto, Ontario M6J2A4","Above Grade
3","Below Grade
1","Total
5",,"Land Size
under 1/2 acre",
W5918355,"$1,399,000","29 HIGHVIEW AVE
Toronto, Ontario M3M1C5","Above Grade
4",,"Total
5","Community Name
Downsview-Roding-CFB","Land Size
37.5 x 110 FT","Annual Property Taxes
$5,087.06"
W5918111,"$1,055,000","39 HARDWICK CRT
Toronto, Ontario M9C4G5","Above Grade
3",,"Total
1","Community Name
Eringate-Centennial-West Deane","Land Size
50 x 123 FT","Annual Property Taxes
$3,583.06"
W5917797,"$1,775,888","6 ARKLEY CRES
Toronto, Ontario M9R3S3","Above Grade
4","Below Grade
2","Total
5","Community Name
Willowridge-Martingrove-Richview","Land Size
43.01 x 113.5 FT","Annual Property Taxes
$4,230"
E5918089,"$888,888","28 STILLBROOK CRT
Toronto, Ontario M1E3W7","Above Grade
3",,"Total
2","Community Name
West Hill","Land Size
40 x 124 FT ; Irregular","Annual Property Taxes
$3,286.05"
C5918053,"$2,649,000","47 SOUDAN AVE
Toronto, Ontario M4S1V5","Above Grade
3","Below Grade
1","Total
3","Community Name
Mount Pleasant West","Land Size
25 x 150 FT","Annual Property Taxes
$6,018.48"
C5917887,"$1,495,000","20 MINHO BLVD
Toronto, Ontario M6G4B5","Above Grade
3","Below Grade
1","Total
3","Community Name
Wychwood","Land Size
23.99 x 76.82 FT","Annual Property Taxes
$5,990.72"
40377252,"$1,495,000","20 MINHO Boulevard
Toronto, Ontario M6G4B5","Above Grade
3","Below Grade
1","Total
3",,"Land Size
under 1/2 acre",
W5917455,"$1,449,000","41 SEALCOVE DR
Toronto, Ontario M9C2C7","Above Grade
3","Below Grade
2","Total
2","Community Name
Etobicoke West Mall","Land Size
47.5 x 110 FT","Annual Property Taxes
$3,849.38"
E5917665,"$1,599,000","56 DALMATIAN CRES
Toronto, Ontario M1C4W3","Above Grade
5",,"Total
6","Community Name
Highland Creek","Land Size
49.21 x 100.07 FT","Annual Property Taxes
$5,829.06"
E5917547,"$1,539,000","11 SQUIRES AVE
Toronto, Ontario M4B2R2","Above Grade
4","Below Grade
1","Total
2","Community Name
O'Connor-Parkview","Land Size
50.42 x 125.06 FT","Annual Property Taxes
$4,568.88"
C5917443,"$4,250,000","142 BUCKINGHAM AVE
Toronto, Ontario M4N1R6","Above Grade
5","Below Grade
1","Total
4","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
50 x 150 FT","Annual Property Taxes
$18,363.70"
E5917223,"$1,199,000","26 VALIFOR PL
Toronto, Ontario M4J4Z7","Above Grade
3",,"Total
2","Community Name
Greenwood-Coxwell","Land Size
15 x 80 FT","Annual Property Taxes
$4,158.12"
E5917245,"$1,400,000","#RD -23 DENVALE RD
Toronto, Ontario M4B3B3","Above Grade
2",,"Total
2","Community Name
O'Connor-Parkview","Land Size
34 x 110 FT","Annual Property Taxes
$4,050.69"
C5917243,"$1,888,000","148 BETTY ANN DR
Toronto, Ontario M2N1X4","Above Grade
5",,"Total
2","Community Name
Willowdale West","Land Size
50.83 x 132 FT","Annual Property Taxes
$7,102.92"
40368673,"$2,599,999","91 PARKMOUNT Road
Toronto, Ontario M4J4V3","Above Grade
4","Below Grade
1","Total
2",,"Land Size
0.07 ac|under 1/2 acre",
W5917099,"$1,999,999","9 TWENTY FOURTH ST W
Toronto, Ontario M8V3N3","Above Grade
3","Below Grade
1","Total
4","Community Name
Long Branch","Land Size
25 x 130 FT","Annual Property Taxes
$3,286.05"
E5917137,"$988,000","118 COPPERWOOD SQ
Toronto, Ontario M1V2C1","Above Grade
4","Below Grade
1","Total
3","Community Name
Milliken","Land Size
29.13 x 106.37 FT ; Irregular Lot As Per Survey","Annual Property Taxes
$3,671.53"
E5917023,"$2,499,000","70 FALAISE RD
Toronto, Ontario M1B3B8","Above Grade
4","Below Grade
2","Total
9","Community Name
West Hill","Land Size
63.54 x 118.05 FT","Annual Property Taxes
$8,246.73"
E5916809,"$999,000","1923 KINGSTON RD
Toronto, Ontario M1N1T4","Above Grade
2","Below Grade
1","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
62 x 138 FT","Annual Property Taxes
$3,330.28"
E5916777,"$1,100,000","82 CANLISH RD
Toronto, Ontario M1P1S9","Above Grade
3",,"Total
2","Community Name
Dorset Park","Land Size
40.05 x 125.4 FT","Annual Property Taxes
$3,608.34"
W5916587,"$2,795,000","65 BARTLETT AVE
Toronto, Ontario M6H3E8","Above Grade
5",,"Total
6","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
19.5 x 130 FT","Annual Property Taxes
$5,162.89"
W5916561,"$1,850,000","94 LAKE CRES
Toronto, Ontario M8V1W1","Above Grade
4",,"Total
4","Community Name
Mimico","Land Size
25 x 125 FT","Annual Property Taxes
$3,213.93"
E5916621,"$1,088,888","157 BOULTBEE AVE
Toronto, Ontario M4J1B2","Above Grade
1",,"Total
2","Community Name
Blake-Jones","Land Size
20.01 x 102 FT","Annual Property Taxes
$2,878.59"
E5916229,$1,"2775 VICTORIA PARK AVE
Toronto, Ontario M1W1A1","Above Grade
3",,"Total
2","Community Name
L'Amoreaux","Land Size
66.01 x 146.81 FT","Annual Property Taxes
$5,570.43"
C5916529,"$6,995,000","62 ARJAY CRES
Toronto, Ontario M2L1C7","Above Grade
4","Below Grade
1","Total
6","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
61.41 x 222.1 FT ; Irregular","Annual Property Taxes
$28,746.64"
C5916349,"$1,450,000","7 IRVINGTON CRES
Toronto, Ontario M2N2Y8","Above Grade
3",,"Total
2","Community Name
Willowdale East","Land Size
52.58 x 145 FT ; As Per Geowarehouse","Annual Property Taxes
$6,407.80"
C5916283,"$2,499,000","465 MANNING AVE
Toronto, Ontario M6G2V6","Above Grade
4",,"Total
5","Community Name
Palmerston-Little Italy","Land Size
20.31 x 90 FT ; Full Interlocking Rear Patio","Annual Property Taxes
$5,611.56"
W5916187,"$2,888,888","53 GREAT OAK DR
Toronto, Ontario M9A1N3","Above Grade
3","Below Grade
1","Total
4","Community Name
Princess-Rosethorn","Land Size
70 x 128.95 FT","Annual Property Taxes
$10,085.60"
W5916035,"$1,538,000","882 ROYAL YORK RD
Toronto, Ontario M8Y2V6","Above Grade
2","Below Grade
1","Total
2","Community Name
Stonegate-Queensway","Land Size
35 x 120 Acre","Annual Property Taxes
$5,617.88"
W5915811,"$999,000","1320 DUPONT ST
Toronto, Ontario M6H2A7","Above Grade
3","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
15.83 x 80 FT","Annual Property Taxes
$4,031.73"
E5916179,"$997,500","79 KNOX AVE
Toronto, Ontario M4L2N8","Above Grade
2",,"Total
1","Community Name
Greenwood-Coxwell","Land Size
25.89 x 56 FT","Annual Property Taxes
$3,147.03"
E5916041,"$899,000","105 MARJORY AVE
Toronto, Ontario M4M2Y5","Above Grade
3","Below Grade
1","Total
2","Community Name
South Riverdale","Land Size
19.5 x 100 FT","Annual Property Taxes
$4,897.48"
C5916203,"$8,650,000","94 CORTLEIGH BLVD
Toronto, Ontario M4R1K6","Above Grade
9",,"Total
6","Community Name
Lawrence Park South","Land Size
77.5 x 517 FT ; Pies To 178.97 On 1.8Acres As Per Survey|1/2 - 1.99 acres","Annual Property Taxes
$30,048.41"
C5915893,"$3,288,000","8 TROON CRT
Toronto, Ontario M2P1N5","Above Grade
4","Below Grade
1","Total
3","Community Name
St. Andrew-Windfields","Land Size
68.6 x 162.77 FT ; As Per Survey, 100 Feet Wide At Rear","Annual Property Taxes
$7,307.63"
C5915837,"$6,495,000","24 HEATHDALE RD
Toronto, Ontario M6C1M6","Above Grade
4",,"Total
5","Community Name
Humewood-Cedarvale","Land Size
50 x 161.14 FT","Annual Property Taxes
$20,638.90"
40374134,"$1,538,000","882 ROYAL YORK Road
Toronto, Ontario M8Y2V6","Above Grade
2",,"Total
2",,"Land Size
under 1/2 acre",
W5915397,"$1,369,000","88 STEPHEN DR
Toronto, Ontario M8Y3N3","Above Grade
3","Below Grade
1","Total
2","Community Name
Stonegate-Queensway","Land Size
42 x 126 FT","Annual Property Taxes
$4,777.41"
W5915327,"$3,288,888","82 LAUREL AVE
Toronto, Ontario M9B4T2","Above Grade
4","Below Grade
2","Total
6","Community Name
Islington-City Centre West","Land Size
47 x 173 FT","Annual Property Taxes
$8,041.15"
W5915327,"$3,288,888","82 LAUREL AVE
Toronto, Ontario M9B4T2","Above Grade
4","Below Grade
2","Total
6","Community Name
Islington-City Centre West","Land Size
47 x 173 FT","Annual Property Taxes
$8,041.15"
E5915767,"$2,599,900","46 ATLEE AVE
Toronto, Ontario M1N3X1","Above Grade
4","Below Grade
2","Total
5","Community Name
Birchcliffe-Cliffside","Land Size
39 x 125 FT","Annual Property Taxes
$0"
C5915727,"$2,141,000","141 MELROSE AVE
Toronto, Ontario M5M1Y8","Above Grade
3",,"Total
3","Community Name
Lawrence Park North","Land Size
25 x 150 FT","Annual Property Taxes
$8,790"
C5915711,"$8,995,000","253 DUNVEGAN RD
Toronto, Ontario M5P2P5","Above Grade
6","Below Grade
1","Total
9","Community Name
Forest Hill South","Land Size
70 x 172.08 FT","Annual Property Taxes
$27,034.09"
C5915599,"$8,995,000","20 SANDRINGHAM DR
Toronto, Ontario M5M3G3","Above Grade
5",,"Total
7","Community Name
Bedford Park-Nortown","Land Size
84 x 280 FT ; 84' X 100' X 280'. See Attached Survey","Annual Property Taxes
$29,871.47"
C5915509,"$1,675,000","412 ST CLARENS AVE
Toronto, Ontario M6H3W5","Above Grade
5","Below Grade
1","Total
3","Community Name
Dufferin Grove","Land Size
19 x 110 FT","Annual Property Taxes
$5,497.81"
C5915445,"$999,900","8 AMHERST AVE
Toronto, Ontario M6E1Z3","Above Grade
3",,"Total
2","Community Name
Oakwood Village","Land Size
19 x 122.49 FT","Annual Property Taxes
$3,458"
C5915409,"$1,599,900","12 PANNAHILL RD
Toronto, Ontario M3H4N3","Above Grade
3","Below Grade
1","Total
4","Community Name
Bathurst Manor","Land Size
50 x 125 FT","Annual Property Taxes
$5,516.77"
C5915253,"$8,750,000","33 BLYTH HILL RD
Toronto, Ontario M4N3L6","Above Grade
4","Below Grade
1","Total
5","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
50 x 150 FT","Annual Property Taxes
$25,466.90"
