mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
C5862616,"$2,980,000","283 BROADWAY AVE
Toronto, Ontario M4P1W4","Above Grade
4","Below Grade
1","Total
4","Community Name
Mount Pleasant East","Land Size
23.03 x 124.15 FT","Annual Property Taxes
$6,148.71"
W5862637,"$1,495,000","11 TOTHILL RD
Toronto, Ontario M9L1H8","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Summit","Land Size
50 x 116.83 FT ; **Toronto (N York), City Of Toronto","Annual Property Taxes
$3,595.70"
C5862763,"$2,795,000","9 FENNINGS ST
Toronto, Ontario M6J3B9","Above Grade
3","Below Grade
1","Total
5","Community Name
Trinity-Bellwoods","Land Size
25 x 125 FT","Annual Property Taxes
$7,153.48"
C5863007,"$3,749,000","348 BETTY ANN DR
Toronto, Ontario M2R1B3","Above Grade
4","Below Grade
2","Total
6","Community Name
Willowdale West","Land Size
55 x 130 FT ; Backing Onto The Park!","Annual Property Taxes
$16,000"
W5862935,"$1,499,000","148 ESSEX ST
Toronto, Ontario M6G1T5","Above Grade
5",,"Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
17.66 x 92.26 FT","Annual Property Taxes
$4,943"
C5863356,"$3,888,888","241 WATERLOO AVE
Toronto, Ontario M3H3Z5","Above Grade
4","Below Grade
1","Total
7","Community Name
Bathurst Manor","Land Size
60.01 x 128.27 FT","Annual Property Taxes
$0"
W5863479,"$1,499,000","462 RATHBURN RD
Toronto, Ontario M9C3S8","Above Grade
3","Below Grade
2","Total
4","Community Name
Etobicoke West Mall","Land Size
59.06 x 125 FT","Annual Property Taxes
$3,760"
40362957,"$879,311","2166 EGLINTON Avenue W
Toronto, Ontario M6E2K9","Above Grade
3","Below Grade
2","Total
2",,"Land Size
under 1/2 acre",
C5864203,"$2,200,000","197 HOLMES AVE
Toronto, Ontario M2N4M9","Above Grade
3","Below Grade
2","Total
3","Community Name
Willowdale East","Land Size
50 x 120 FT ; Regular Lot 6000 Sqft. South Lot","Annual Property Taxes
$8,771.23"
W5864009,"$1,800,000","669 RODING ST
Toronto, Ontario M3M2A8","Above Grade
4","Below Grade
1","Total
5","Community Name
Downsview-Roding-CFB","Land Size
40.58 x 121.47 FT ; Back 85.24 Ft Wide","Annual Property Taxes
$5,829.07"
C5864391,"$2,195,000","275 VAUGHAN RD
Toronto, Ontario M6C2V8","Above Grade
3",,"Total
5","Community Name
Humewood-Cedarvale","Land Size
37.65 x 45.2 FT","Annual Property Taxes
$0"
E5864344,"$1,660,000","110 WINEVA AVE
Toronto, Ontario M4E2T2","Above Grade
3","Below Grade
1","Total
3","Community Name
The Beaches","Land Size
24.83 x 99.66 FT","Annual Property Taxes
$7,646"
E5864385,"$1,355,000","57 MCGREGOR RD
Toronto, Ontario M1P1C9","Above Grade
3","Below Grade
3","Total
3","Community Name
Dorset Park","Land Size
45 x 110 FT|1/2 - 1.99 acres","Annual Property Taxes
$3,930.62"
W5864299,"$1,049,000","226 NAIRN AVE
Toronto, Ontario M6E4H3","Above Grade
7",,"Total
3","Community Name
Corso Italia-Davenport","Land Size
23 x 79 FT","Annual Property Taxes
$4,900"
C5864620,"$2,100,000","308 ST CLEMENTS AVE
Toronto, Ontario M4R1H5","Above Grade
3",,"Total
2","Community Name
Yonge-Eglinton","Land Size
25 x 131.5 FT","Annual Property Taxes
$6,869.12"
E5864751,"$2,099,900","811 COSBURN AVE
Toronto, Ontario M4C2V9","Above Grade
4",,"Total
4","Community Name
East York","Land Size
29.67 x 100 FT","Annual Property Taxes
$7,166.12"
C5864801,"$1,695,000","18 BISHOP ST
Toronto, Ontario M5R1N2","Above Grade
2",,"Total
2","Community Name
Annex","Land Size
14.5 x 60 FT","Annual Property Taxes
$5,914.90"
W5865141,"$2,649,800","81 MURRIE ST
Toronto, Ontario M8V1X6","Above Grade
4","Below Grade
1","Total
6","Community Name
Mimico","Land Size
37 x 125 FT","Annual Property Taxes
$4,356.52"
C5865253,"$2,150,000","170 HURON ST
Toronto, Ontario M5T2B4","Above Grade
3",,"Total
2","Community Name
Kensington-Chinatown","Land Size
19 x 145 FT","Annual Property Taxes
$5,535.74"
C5865255,"$2,150,000","172 HURON ST
Toronto, Ontario M5T2B4","Above Grade
3",,"Total
2","Community Name
Kensington-Chinatown","Land Size
19 x 145 FT","Annual Property Taxes
$5,472.54"
W5865250,"$1,199,000","505 GLEN PARK AVE
Toronto, Ontario M6B2E9","Above Grade
2",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
38 x 130 FT","Annual Property Taxes
$3,620.98"
C5865515,"$5,880,000","15 CITATION DR
Toronto, Ontario M2K1S5","Above Grade
5",,"Total
5","Community Name
Bayview Village","Land Size
60 x 178 FT ; East Property Line 193'","Annual Property Taxes
$10,174.12"
E5865537,"$1,188,888","3 GOWAN AVE
Toronto, Ontario M4K2C6","Above Grade
2","Below Grade
2","Total
2","Community Name
Broadview North","Land Size
29.33 x 119.71 FT","Annual Property Taxes
$4,196.04"
W5865417,"$1,229,000","24 ROSEGLEN CRES
Toronto, Ontario M3N1G6","Above Grade
3","Below Grade
1","Total
2","Community Name
Glenfield-Jane Heights","Land Size
47.51 x 116.66 FT ; Irrg: Rear-85.10, W-1222.39, E-121.38","Annual Property Taxes
$3,348"
W5865824,"$1,250,000","68 BICKNELL AVE
Toronto, Ontario M6M4G6","Above Grade
2","Below Grade
1","Total
2","Community Name
Keelesdale-Eglinton West","Land Size
25 x 110 FT","Annual Property Taxes
$2,803.32"
W5866015,"$1,388,000","460 BROWN'S LINE
Toronto, Ontario M8W3T9","Above Grade
2",,"Total
1","Community Name
Alderwood","Land Size
50.07 x 127.54 FT","Annual Property Taxes
$1,350.34"
C5866178,"$3,298,000","293 CHAPLIN CRES
Toronto, Ontario M5P1B1","Above Grade
3","Below Grade
2","Total
4","Community Name
Forest Hill South","Land Size
30 x 115.5 FT","Annual Property Taxes
$7,437.85"
W5866415,"$999,000","89 CLEARBROOKE CIRC
Toronto, Ontario M9W2E6","Above Grade
3","Below Grade
2","Total
2","Community Name
Rexdale-Kipling","Land Size
48.5 x 110 FT","Annual Property Taxes
$3,300"
C5866437,"$4,950,000","29 EDMUND AVE
Toronto, Ontario M4V1H3","Above Grade
4","Below Grade
1","Total
4","Community Name
Casa Loma","Land Size
75 x 64 FT","Annual Property Taxes
$10,363.70"
E5866435,"$1,188,800","156 PETWORTH CRES
Toronto, Ontario M1S3M5","Above Grade
3","Below Grade
1","Total
2","Community Name
Agincourt South-Malvern West","Land Size
30.04 x 149 FT","Annual Property Taxes
$3,589.38"
W5866472,"$1,775,000","60 BURNHAMTHORPE RD
Toronto, Ontario M9A1H1","Above Grade
3",,"Total
3","Community Name
Islington-City Centre West","Land Size
50 x 127.56 FT","Annual Property Taxes
$5,978.08"
W5866693,"$2,248,550","216 DELTA ST
Toronto, Ontario M8W4E6","Above Grade
3",,"Total
4","Community Name
Alderwood","Land Size
25 x 132 FT","Annual Property Taxes
$3,778.96"
C5866893,"$1,585,000","6 CASINO CRT
Toronto, Ontario M3H5A7","Above Grade
3","Below Grade
2","Total
2","Community Name
Bathurst Manor","Land Size
39.99 x 110.82 FT ; Rear - 118' Pie-Shaped","Annual Property Taxes
$5,300"
C5867000,"$1,299,000","1 BRIGHTWOOD ST
Toronto, Ontario M6A1Y2","Above Grade
4",,"Total
3","Community Name
Englemount-Lawrence","Land Size
60 x 120 FT","Annual Property Taxes
$4,594.15"
W5867336,"$1,599,000","27 CRESTON RD
Toronto, Ontario M6A1H9","Above Grade
3","Below Grade
2","Total
2","Community Name
Yorkdale-Glen Park","Land Size
50 x 150 FT","Annual Property Taxes
$4,530.96"
W5867573,"$1,448,888","113 BROWNVILLE AVE
Toronto, Ontario M6N4L2","Above Grade
3","Below Grade
1","Total
4","Community Name
Mount Dennis","Land Size
25 x 95 FT","Annual Property Taxes
$4,741.46"
C5867626,"$1,199,000","444 WESTMOUNT AVE
Toronto, Ontario M6E3N5","Above Grade
4",,"Total
3","Community Name
Oakwood Village","Land Size
19 x 119.81 FT","Annual Property Taxes
$3,154"
C5867899,"$3,850,000","239B LONSMOUNT DR
Toronto, Ontario M5P2Y9","Above Grade
3","Below Grade
1","Total
5","Community Name
Forest Hill South","Land Size
35 x 141.58 FT","Annual Property Taxes
$13,662"
C5867966,"$13,888,000","52 FIFESHIRE RD
Toronto, Ontario M2L2G6","Above Grade
5","Below Grade
1","Total
9","Community Name
St. Andrew-Windfields","Land Size
97.92 x 178.5 FT","Annual Property Taxes
$39,000"
E5867809,"$1,199,900","12 HAREWOOD AVE
Toronto, Ontario M1M2R2","Above Grade
2","Below Grade
1","Total
2","Community Name
Cliffcrest","Land Size
40 x 130 FT","Annual Property Taxes
$4,370.13"
C5868123,"$7,895,000","15 VESTA DR
Toronto, Ontario M5P2Z4","Above Grade
4",,"Total
6","Community Name
Forest Hill South","Land Size
48 x 134.66 FT","Annual Property Taxes
$28,171.57"
E5868343,"$1,200,000","2205 VICTORIA PARK AVE
Toronto, Ontario M1R1V8","Above Grade
2","Below Grade
1","Total
2","Community Name
Wexford-Maryvale","Land Size
41.67 x 120 FT","Annual Property Taxes
$3,652.57"
C5868533,"$4,999,999","14 HALTON ST
Toronto, Ontario M6J1R3","Above Grade
4","Below Grade
1","Total
4","Community Name
Trinity-Bellwoods","Land Size
46.83 x 112.42 FT","Annual Property Taxes
$11,987.77"
E5868527,"$1,300,000","12 BOBCAT TERR
Toronto, Ontario M1B6G5","Above Grade
3","Below Grade
1","Total
4","Community Name
Rouge E11","Land Size
28.54 x 81.2 FT","Annual Property Taxes
$3,658.89"
C5868687,"$3,089,000","361 SPADINA RD
Toronto, Ontario M5P2V6","Above Grade
4","Below Grade
2","Total
3","Community Name
Forest Hill South","Land Size
43.83 x 130 FT","Annual Property Taxes
$8,376.99"
E5868698,"$895,000","35 GOWAN AVE
Toronto, Ontario M4K2C8","Above Grade
1","Below Grade
2","Total
2","Community Name
Broadview North","Land Size
16.47 x 125 FT","Annual Property Taxes
$3,165.05"
W5868778,"$899,888","41 CHESHAM DR
Toronto, Ontario M3M1W8","Above Grade
3",,"Total
1","Community Name
Downsview-Roding-CFB","Land Size
54 x 114 FT","Annual Property Taxes
$3,539"
C5869086,"$40,000,007","457 RICHMOND ST E
Toronto, Ontario M5A1R1","Above Grade
4",,"Total
4","Community Name
Moss Park","Land Size
18.5 x 70.5 FT","Annual Property Taxes
$6,323"
E5869103,"$1,499,000","84A AYLESWORTH AVE
Toronto, Ontario M1N2J6","Above Grade
4",,"Total
5","Community Name
Birchcliffe-Cliffside","Land Size
23.56 x 100 FT","Annual Property Taxes
$5,264"
W5869175,"$1,388,888","57 LAURA RD
Toronto, Ontario M3N1Z7","Above Grade
3","Below Grade
3","Total
3","Community Name
Glenfield-Jane Heights","Land Size
56 x 125 FT","Annual Property Taxes
$3,570.42"
W5869960,"$1,498,888","328 GILBERT AVE
Toronto, Ontario M6E4W7","Above Grade
3","Below Grade
1","Total
2","Community Name
Caledonia-Fairbank","Land Size
36.02 x 110.14 FT ; Speak To La - Potential Laneway Housing","Annual Property Taxes
$4,638.39"
C5869974,"$2,050,000","49 ROSELAWN AVE
Toronto, Ontario M4R1E5","Above Grade
3","Below Grade
1","Total
2","Community Name
Yonge-Eglinton","Land Size
25 x 134.83 FT","Annual Property Taxes
$62,201.12"
E5870307,"$1,399,000","20 GLEN WATFORD DR
Toronto, Ontario M1S2B9","Above Grade
4",,"Total
4","Community Name
Agincourt South-Malvern West","Land Size
32.91 x 100.96 FT ; East 100.43 Feet Rear 34.52 Feet","Annual Property Taxes
$5,200.81"
40365413,"$1,585,000","6 CASINO Court
Toronto, Ontario M3H5A7","Above Grade
3",,"Total
2",,"Land Size
under 1/2 acre",
C5870625,"$1,380,000","73 BARONESS CRES
Toronto, Ontario M2J3K4","Above Grade
4","Below Grade
2","Total
4","Community Name
Don Valley Village","Land Size
30 x 123 FT","Annual Property Taxes
$4,295.44"
W5870646,"$848,800","391 WESTMORELAND AVE N
Toronto, Ontario M6H3A6","Above Grade
2",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
15.03 x 118 FT","Annual Property Taxes
$3,557.78"
C5870764,"$5,395,000","55 MADISON AVE
Toronto, Ontario M5R2S3","Above Grade
3","Below Grade
1","Total
15","Community Name
Annex","Land Size
50 x 126 FT","Annual Property Taxes
$20,862"
C5870992,"$9,750,000","29 BAYVIEW WOOD
Toronto, Ontario M4N1R8","Above Grade
5","Below Grade
1","Total
8","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
66.75 x 150 FT","Annual Property Taxes
$31,621.90"
E5870930,"$1,049,000","300 OAK PARK AVE
Toronto, Ontario M4C4N5","Above Grade
1",,"Total
1","Community Name
East York","Land Size
25.03 x 160.65 FT","Annual Property Taxes
$2,750"
W5870792,"$2,249,999","129 TIMES RD
Toronto, Ontario M6B3M3","Above Grade
3","Below Grade
1","Total
4","Community Name
Briar Hill-Belgravia","Land Size
30 x 120 FT ; N/E Corner Roselawn","Annual Property Taxes
$6,249.81"
C5871016,"$1,994,900","710 OSSINGTON AVE
Toronto, Ontario M6G3T7","Above Grade
3","Below Grade
1","Total
3","Community Name
Palmerston-Little Italy","Land Size
20 x 126 FT","Annual Property Taxes
$8,144"
E5871189,$1,"5325 LAWRENCE AVE E
Toronto, Ontario M1C1R5","Above Grade
3",,"Total
1","Community Name
Centennial Scarborough","Land Size
75 x 200 FT","Annual Property Taxes
$3,776.06"
E5871233,$1,"5323 LAWRENCE AVE E
Toronto, Ontario M1C1R5","Above Grade
2",,"Total
1","Community Name
Centennial Scarborough","Land Size
75 x 200 FT","Annual Property Taxes
$3,165.05"
W5871025,"$1,198,000","77 UXBRIDGE AVE
Toronto, Ontario M6N2Y1","Above Grade
3",,"Total
2","Community Name
Weston-Pellam Park","Land Size
16.92 x 122 FT","Annual Property Taxes
$3,374.52"
W5871061,$1,"86 NORTH PARK DR
Toronto, Ontario M6L1K2","Above Grade
3",,"Total
2","Community Name
Maple Leaf","Land Size
51.88 x 451.67 FT","Annual Property Taxes
$4,992.27"
W5871133,$1,"90 NORTH PARK DR
Toronto, Ontario M6L1K2","Above Grade
3",,"Total
3","Community Name
Maple Leaf","Land Size
50.56 x 291.12 FT","Annual Property Taxes
$4,771.09"
C5871444,"$3,372,000","360A HARBORD ST
Toronto, Ontario M6G1H7","Above Grade
3",,"Total
4","Community Name
Palmerston-Little Italy","Land Size
19.26 x 65.49 FT","Annual Property Taxes
$8,581.65"
E5871702,"$1,899,999","710 MORRISH RD
Toronto, Ontario M1C1G3","Above Grade
4","Below Grade
3","Total
5","Community Name
Highland Creek","Land Size
48.07 x 100.13 FT","Annual Property Taxes
$4,778"
E5871828,"$1,849,000","27 MILLBROOK CRES
Toronto, Ontario M4K1H2","Above Grade
4",,"Total
2","Community Name
North Riverdale","Land Size
24.5 x 101 FT","Annual Property Taxes
$7,469"
C5872256,"$2,599,000","32 FLORENCE AVE
Toronto, Ontario M2N1E9","Above Grade
3","Below Grade
1","Total
5","Community Name
Lansing-Westgate","Land Size
23.35 x 130.16 FT ; Regular-Fenced-Decked","Annual Property Taxes
$9,605.38"
C5872522,"$15,880,000","21 ALDERBROOK DR
Toronto, Ontario M3B1E3","Above Grade
5","Below Grade
1","Total
10","Community Name
Banbury-Don Mills","Land Size
103.42 x 460 FT ; Steps From Edwards Garden","Annual Property Taxes
$0"
C5872537,"$2,449,900","51 BLUE FOREST DR
Toronto, Ontario M3H4W6","Above Grade
5",,"Total
3","Community Name
Bathurst Manor","Land Size
130.13 x 65.02 FT","Annual Property Taxes
$8,151.93"
E5872499,"$1,799,000","33 POPLAR RD
Toronto, Ontario M1E1Y9","Above Grade
5","Below Grade
2","Total
5","Community Name
Guildwood","Land Size
82 x 120 FT","Annual Property Taxes
$6,578.42"
W5872443,"$1,248,888","15 HOWARD PARK AVE
Toronto, Ontario M6R1V3","Above Grade
3",,"Total
2","Community Name
Roncesvalles","Land Size
18.08 x 130 FT","Annual Property Taxes
$4,619.43"
C5872667,"$3,880,000","55 COLIN AVE
Toronto, Ontario M5P2B8","Above Grade
4","Below Grade
1","Total
6","Community Name
Yonge-Eglinton","Land Size
40 x 133.5 FT","Annual Property Taxes
$17,213.86"
C5872689,"$3,699,990","147 FARNHAM AVE
Toronto, Ontario M4V1H7","Above Grade
5",,"Total
4","Community Name
Yonge-St. Clair","Land Size
50 x 167.83 FT","Annual Property Taxes
$17,112.70"
C5872751,"$3,295,000","30 ST HILDAS AVE
Toronto, Ontario M4N2P4","Above Grade
4",,"Total
5","Community Name
Lawrence Park South","Land Size
33.25 x 103 FT","Annual Property Taxes
$10,117.24"
W5872584,"$1,150,000","6 ADELE AVE
Toronto, Ontario M3L1J1","Above Grade
4",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
50 x 119.08 FT","Annual Property Taxes
$3,418.76"
E5872926,"$4,999,900","2901 ST CLAIR AVE E
Toronto, Ontario M4B1N5","Above Grade
8","Below Grade
3","Total
12","Community Name
O'Connor-Parkview","Land Size
55.99 x 110 FT","Annual Property Taxes
$17,876"
W5872970,"$1,500,000","9 DALEGROVE CRES
Toronto, Ontario M9B6A5","Above Grade
3","Below Grade
1","Total
2","Community Name
Eringate-Centennial-West Deane","Land Size
50 x 115 FT","Annual Property Taxes
$4,637.59"
C5873071,"$2,558,000","325 WILFRED AVE
Toronto, Ontario M2N6H4","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
45 x 110 FT","Annual Property Taxes
$10,250"
C5873179,"$1,488,000","50 BICKERTON CRES
Toronto, Ontario M2J3T1","Above Grade
4","Below Grade
3","Total
4","Community Name
Pleasant View","Land Size
50.09 x 121.3 FT","Annual Property Taxes
$5,865.72"
W5873272,"$1,749,900","595 MCROBERTS AVE
Toronto, Ontario M6E4R5","Above Grade
4",,"Total
5","Community Name
Caledonia-Fairbank","Land Size
22.01 x 151 FT","Annual Property Taxes
$0"
W5873278,"$1,749,900","597 MCROBERTS AVE
Toronto, Ontario M6E4R5","Above Grade
4",,"Total
5","Community Name
Caledonia-Fairbank","Land Size
22.01 x 151 FT","Annual Property Taxes
$0"
C5873531,"$3,739,000","369 DELORAINE AVE
Toronto, Ontario M5M2B7","Above Grade
4","Below Grade
1","Total
5","Community Name
Bedford Park-Nortown","Land Size
25 x 150 FT","Annual Property Taxes
$9,012.14"
C5873676,"$5,398,880","61 SHANNON ST
Toronto, Ontario M6J2E6","Above Grade
4",,"Total
6","Community Name
Trinity-Bellwoods","Land Size
30 x 117.25 FT","Annual Property Taxes
$7,040"
W5873495,"$4,499,900","27 SUNNYLEA AVE E
Toronto, Ontario M8Y2K2","Above Grade
4","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
37.5 x 125 FT","Annual Property Taxes
$5,602.99"
W5873717,"$989,000","19 ROSALIE AVE
Toronto, Ontario M3L1C2","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT ; Irregular Fenced Yard","Annual Property Taxes
$3,279.73"
W5873851,"$2,799,000","12 HIGH PARK BLVD
Toronto, Ontario M6R1M4","Above Grade
6","Below Grade
1","Total
4","Community Name
High Park-Swansea","Land Size
36.5 x 126.5 FT","Annual Property Taxes
$9,257.82"
E5874213,"$2,380,000","3 LAWNDALE RD
Toronto, Ontario M1M3R7","Above Grade
4","Below Grade
1","Total
5","Community Name
Scarborough Village","Land Size
53 x 150 FT","Annual Property Taxes
$7,526.32"
W5874206,"$2,999,900","1 MAYNARD AVE
Toronto, Ontario M6K2Z7","Above Grade
3","Below Grade
2","Total
4","Community Name
South Parkdale","Land Size
36 x 100 FT","Annual Property Taxes
$6,144"
C5874339,"$2,988,000","3 LAWNVIEW DR
Toronto, Ontario M2N5J9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
50 x 213 FT","Annual Property Taxes
$13,338.40"
W5874355,"$1,500,000","16 ROMAR CRES
Toronto, Ontario M6B1R8","Above Grade
2",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
30 x 142.2 FT ; Large Pie Shape 7761 Square Feet.","Annual Property Taxes
$4,941.71"
W5874360,"$1,525,000","18 ROMAR CRES
Toronto, Ontario M6B1R8","Above Grade
2",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
30 x 142.2 FT ; Large Pie Shape Lot Almost 1/4 Acre","Annual Property Taxes
$4,884.84"
C5874583,"$3,495,000","5 BURNCREST DR
Toronto, Ontario M5M2Z2","Above Grade
4",,"Total
6","Community Name
Bedford Park-Nortown","Land Size
45.01 x 115 FT ; 45.01 Ft X 115.97 Ft X 59.35 Ft X 115.06","Annual Property Taxes
$15,826.60"
C5874592,"$7,895,000","70 CLARENDON AVE
Toronto, Ontario M4V1J3","Above Grade
5","Below Grade
1","Total
6","Community Name
Casa Loma","Land Size
60 x 176.25 FT","Annual Property Taxes
$22,831.74"
C5874768,"$1,920,000","10 URBANDALE AVE
Toronto, Ontario M2M2H1","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
53.42 x 141 FT","Annual Property Taxes
$6,793"
C5874821,"$3,000,000","9 ALDERDALE CRT
Toronto, Ontario M3B2H8","Above Grade
3","Below Grade
1","Total
4","Community Name
Banbury-Don Mills","Land Size
45 x 112 FT ; Pies To 78 '. Site Size 7,500 Sq Ft","Annual Property Taxes
$10,635.44"
C5874884,"$2,788,800","95 RISEBROUGH AVE
Toronto, Ontario M2M2E2","Above Grade
4","Below Grade
2","Total
4","Community Name
Newtonbrook East","Land Size
64.5 x 128.75 FT","Annual Property Taxes
$6,617.27"
E5874868,"$2,399,000","146 GLENWOOD CRES
Toronto, Ontario M4B1K2","Above Grade
4","Below Grade
2","Total
5","Community Name
O'Connor-Parkview","Land Size
35 x 125 FT","Annual Property Taxes
$0"
W5874794,"$1,488,000","1375 ISLINGTON AVE
Toronto, Ontario M9A3K5","Above Grade
3",,"Total
2","Community Name
Edenbridge-Humber Valley","Land Size
60 x 127 FT","Annual Property Taxes
$5,314"
C5875113,"$2,880,000","230 LORD SEATON RD
Toronto, Ontario M2P1L3","Above Grade
4",,"Total
2","Community Name
St. Andrew-Windfields","Land Size
73.21 x 125 FT ; Oversized Corner Lot 8600 Sqf","Annual Property Taxes
$6,869.12"
E5875039,"$1,799,000","40A WESTBOURNE AVE
Toronto, Ontario M1L2Y2","Above Grade
4","Below Grade
2","Total
5","Community Name
Clairlea-Birchmount","Land Size
25 x 105 FT","Annual Property Taxes
$0"
W5875092,"$2,099,999","153A STANLEY AVE
Toronto, Ontario M8V1N8","Above Grade
3","Below Grade
1","Total
4","Community Name
Mimico","Land Size
26 x 135 FT|1/2 - 1.99 acres","Annual Property Taxes
$3,728.41"
C5875212,"$4,998,000","7 LEACROFT CRES
Toronto, Ontario M3B2G5","Above Grade
4","Below Grade
2","Total
5","Community Name
Banbury-Don Mills","Land Size
70 x 110 FT","Annual Property Taxes
$14,199.54"
C5875294,"$1,218,000","30 BONESET RD
Toronto, Ontario M2J4X4","Above Grade
3",,"Total
3","Community Name
Pleasant View","Land Size
23 x 56 FT","Annual Property Taxes
$3,508"
W5875187,"$869,000","186 ROSETHORN AVE
Toronto, Ontario M6N3L4","Above Grade
3",,"Total
2","Community Name
Keelesdale-Eglinton West","Land Size
14.5 x 116 FT","Annual Property Taxes
$2,685"
W5875335,"$1,550,000","871 ST CLARENS AVE
Toronto, Ontario M6H3X5","Above Grade
6","Below Grade
3","Total
8","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
29.08 x 120 FT","Annual Property Taxes
$4,124.33"
W5875346,"$1,429,900","11 FULWELL CRES
Toronto, Ontario M3J1Y4","Above Grade
3","Below Grade
3","Total
4","Community Name
York University Heights","Land Size
51 x 130 FT","Annual Property Taxes
$5,002"
W5875522,"$999,000","596 BURNHAMTHORPE RD
Toronto, Ontario M9C2Y5","Above Grade
3",,"Total
2","Community Name
Etobicoke West Mall","Land Size
50 x 110 FT","Annual Property Taxes
$3,830"
W5875629,"$2,499,888","2705 LAKE SHORE BLVD W
Toronto, Ontario M8V1G6","Above Grade
4",,"Total
3","Community Name
Mimico","Land Size
35 x 200 FT","Annual Property Taxes
$8,682.75"
C5875857,"$929,000","269 OAKWOOD AVE
Toronto, Ontario M6E2V3","Above Grade
3","Below Grade
1","Total
2","Community Name
Oakwood Village","Land Size
16.58 x 105 FT","Annual Property Taxes
$3,763.48"
W5875935,"$1,599,000","1529 ROYAL YORK RD
Toronto, Ontario M9P3B8","Above Grade
4",,"Total
3","Community Name
Humber Heights","Land Size
60.01 x 120 FT","Annual Property Taxes
$4,250"
C5876183,"$1,599,888","69 SUNNYCREST RD
Toronto, Ontario M2R1V4","Above Grade
5",,"Total
5","Community Name
Westminster-Branson","Land Size
45.01 x 95 FT","Annual Property Taxes
$8,617"
E5876575,"$2,299,000","35 GLEN MANOR DR
Toronto, Ontario M4E2X4","Above Grade
3",,"Total
2","Community Name
The Beaches","Land Size
25.33 x 100 FT","Annual Property Taxes
$7,659"
C5876696,"$1,648,888","103 1/2 BORDEN ST
Toronto, Ontario M5S2M8","Above Grade
6",,"Total
3","Community Name
University","Land Size
13.5 x 117 FT","Annual Property Taxes
$5,723.28"
C5876744,"$1,599,000","177 CLINTON ST
Toronto, Ontario M6G2Y4","Above Grade
3","Below Grade
1","Total
3","Community Name
Palmerston-Little Italy","Land Size
16.25 x 128 FT ; Lot Dimensions As Per Mpac, No Survey","Annual Property Taxes
$5,750.59"
W5876768,"$2,385,000","17 WIMBLETON RD
Toronto, Ontario M9A3R7","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70 x 104.58 FT","Annual Property Taxes
$7,798.05"
C5876873,"$2,450,000","84 VALENTINE DR
Toronto, Ontario M3A3J8","Above Grade
4","Below Grade
1","Total
4","Community Name
Parkwoods-Donalda","Land Size
55 x 114.62 FT","Annual Property Taxes
$7,790.42"
E5876856,"$1,400,000","25 SPROAT AVE
Toronto, Ontario M4M1W3","Above Grade
3",,"Total
4","Community Name
South Riverdale","Land Size
19.55 x 100.1 FT","Annual Property Taxes
$5,030"
W5877149,"$1,099,900","43 ALGOMA ST
Toronto, Ontario M8Y1C4","Above Grade
2","Below Grade
1","Total
2","Community Name
Mimico","Land Size
25.98 x 125.5 FT","Annual Property Taxes
$3,210.22"
C5877302,"$3,199,000","133 WINCHESTER ST
Toronto, Ontario M4X1B3","Above Grade
3","Below Grade
1","Total
5","Community Name
Cabbagetown-South St. James Town","Land Size
31 x 115 FT ; 31.05 Ft X 114.52 Ft X 31.34 Ft X 114","Annual Property Taxes
$11,000"
C5877596,"$5,695,000","71 BALMORAL AVE
Toronto, Ontario M4V1J5","Above Grade
5","Below Grade
1","Total
5","Community Name
Yonge-St. Clair","Land Size
35.58 x 107 FT","Annual Property Taxes
$23,154.03"
E5877622,"$2,780,000","102 DIXON AVE
Toronto, Ontario M4L1N7","Above Grade
3","Below Grade
1","Total
4","Community Name
The Beaches","Land Size
25 x 100 FT","Annual Property Taxes
$7,804.74"
E5877659,"$1,589,900","2 FOUR OAKS GATE
Toronto, Ontario M4J2X2","Above Grade
2","Below Grade
1","Total
2","Community Name
East York","Land Size
117.62 FT","Annual Property Taxes
$4,196.04"
C5877811,"$1,269,000","1055 BATHURST ST
Toronto, Ontario M5R3G8","Above Grade
2","Below Grade
1","Total
2","Community Name
Annex","Land Size
15.96 x 100 FT","Annual Property Taxes
$4,815.33"
E5877862,"$1,799,000","2621 BIRCHMOUNT RD
Toronto, Ontario M1W2C6","Above Grade
5",,"Total
4","Community Name
L'Amoreaux","Land Size
60.07 x 150.16 FT","Annual Property Taxes
$7,932"
